UNIQUE_ID,user,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,XAVG,YAVG,ZAVG,XPEAK,YPEAK,ZPEAK,XABSOLDEV,YABSOLDEV,ZABSOLDEV,XSTANDDEV,YSTANDDEV,ZSTANDDEV,RESULTANT,class
11,33,0.03,0.08,0.07,0.07,0.09,0.13,0.14,0.16,0.1,0.12,0.12,0.11,0.11,0.14,0.08,0.11,0.09,0.09,0.08,0.08,0.11,0.08,0.1,0.08,0.07,0.08,0.09,0.11,0.07,0.19,0,7.93,2.69,175.0,875.0,175.0,1.64,2.77,2.39,2.6,3.6,2.6,9.52,Downstairs
12,33,0.1,0.1,0.14,0.11,0.1,0.09,0.09,0.09,0.08,0.12,0.09,0.11,0.1,0.07,0.13,0.09,0.07,0.12,0.12,0.1,0.07,0.14,0.12,0.11,0.13,0.09,0.11,0.07,0.12,0.05,0,8.99,2.04,1200.0,1520.0,1460.0,1.62,3.03,1.49,1.98,3.74,1.98,9.62,Downstairs
13,33,0.17,0.11,0.08,0.12,0.11,0.11,0.06,0.07,0.12,0.06,0.08,0.08,0.08,0.11,0.09,0.1,0.13,0.09,0.11,0.13,0.11,0.09,0.08,0.12,0.09,0.14,0.1,0.12,0.11,0.07,0,9.16,2.2,2016.67,3875.0,2700.0,1.79,2.98,1.58,2.24,3.7,2.24,9.89,Downstairs
14,33,0.0,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0,0.38,0.08,1840.901477069684,1069.140032154341,2032.6256011288806,0.07,0.36,0.07,1.97,9.96,1.97,0.4,Downstairs
15,33,0.03,0.11,0.07,0.12,0.08,0.09,0.11,0.12,0.13,0.15,0.08,0.1,0.1,0.1,0.11,0.12,0.09,0.1,0.11,0.11,0.09,0.1,0.13,0.11,0.11,0.11,0.1,0.11,0.06,0.11,0,8.83,2.38,1550.0,3325.0,3900.0,1.59,2.71,1.5,2.05,3.4,2.05,9.69,Upstairs
16,33,0.15,0.11,0.08,0.1,0.12,0.13,0.08,0.1,0.07,0.08,0.1,0.1,0.1,0.12,0.08,0.09,0.12,0.11,0.11,0.09,0.13,0.09,0.11,0.11,0.06,0.1,0.09,0.08,0.13,0.11,0,8.57,2.39,3675.0,1850.0,3525.0,2.14,2.93,1.71,2.78,3.62,2.78,9.75,Upstairs
17,33,0.09,0.06,0.11,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.08,0.07,0.07,0.06,0.07,0.07,0.08,0.06,0.04,0.09,0.06,0.06,0.06,0.06,0.09,0.05,0.09,0.08,0.08,0.06,0,5.7,1.54,1350.0,1066.67,1833.33,1.44,2.63,0.93,2.75,4.86,2.75,6.42,Upstairs
18,33,0.05,0.08,0.08,0.09,0.09,0.1,0.09,0.14,0.14,0.14,0.11,0.07,0.11,0.11,0.09,0.13,0.11,0.1,0.09,0.11,0.08,0.1,0.11,0.09,0.1,0.09,0.14,0.1,0.12,0.09,0,9.18,2.32,562.5,1566.67,1562.5,1.45,3.03,1.61,1.82,3.82,1.82,9.84,Downstairs
19,33,0.12,0.11,0.09,0.11,0.12,0.11,0.1,0.1,0.05,0.12,0.09,0.12,0.09,0.11,0.11,0.08,0.1,0.09,0.11,0.12,0.1,0.1,0.09,0.11,0.1,0.09,0.11,0.1,0.08,0.13,0,9.17,2.3,2000.0,1300.0,4075.0,1.69,3.14,1.81,2.11,3.84,2.11,9.9,Downstairs
20,33,0.1,0.07,0.11,0.06,0.04,0.08,0.05,0.05,0.04,0.04,0.07,0.08,0.07,0.06,0.07,0.06,0.05,0.08,0.06,0.05,0.08,0.07,0.05,0.06,0.09,0.06,0.04,0.06,0.07,0.05,0,5.33,1.25,1925.0,1633.33,2175.0,1.14,2.39,1.05,2.33,4.96,2.33,5.78,Downstairs
21,33,0.01,0.06,0.09,0.08,0.07,0.1,0.11,0.18,0.14,0.16,0.08,0.1,0.1,0.11,0.08,0.08,0.1,0.13,0.12,0.11,0.08,0.11,0.12,0.14,0.09,0.13,0.11,0.08,0.07,0.1,0,9.02,2.23,2500.0,1031.25,1640.0,1.21,2.77,1.39,1.55,3.36,1.55,9.67,Upstairs
22,33,0.09,0.08,0.06,0.1,0.13,0.11,0.13,0.1,0.12,0.11,0.11,0.1,0.09,0.09,0.12,0.11,0.08,0.11,0.08,0.12,0.11,0.11,0.09,0.08,0.13,0.09,0.1,0.09,0.12,0.1,0,8.88,2.41,1216.67,1233.33,3450.0,1.5,2.96,1.68,2.03,3.73,2.03,9.84,Upstairs
23,33,0.18,0.14,0.12,0.1,0.07,0.07,0.03,0.01,0.02,0.01,0.08,0.08,0.08,0.09,0.07,0.08,0.09,0.05,0.07,0.05,0.08,0.05,0.04,0.07,0.06,0.07,0.1,0.1,0.1,0.08,0,6.15,1.97,733.33,1850.0,1916.67,2.0,2.51,1.25,3.42,4.28,3.42,7.23,Upstairs
24,33,0.02,0.07,0.08,0.09,0.09,0.11,0.1,0.14,0.15,0.15,0.1,0.12,0.1,0.1,0.1,0.07,0.12,0.1,0.12,0.09,0.06,0.09,0.14,0.11,0.11,0.09,0.12,0.1,0.1,0.1,0,9.0,2.58,1300.0,850.0,2075.0,1.66,3.27,1.76,2.13,3.95,2.13,9.79,Downstairs
25,33,0.15,0.12,0.1,0.07,0.13,0.09,0.1,0.1,0.07,0.09,0.1,0.11,0.08,0.11,0.11,0.13,0.07,0.08,0.11,0.11,0.12,0.09,0.08,0.09,0.12,0.1,0.1,0.1,0.1,0.12,0,9.15,2.58,3066.67,691.67,1660.0,1.86,3.28,2.03,2.41,4.09,2.41,10.05,Downstairs
26,33,0.1,0.1,0.09,0.1,0.06,0.09,0.07,0.04,0.06,0.04,0.07,0.05,0.1,0.07,0.06,0.08,0.09,0.09,0.05,0.08,0.1,0.1,0.05,0.05,0.08,0.08,0.07,0.07,0.08,0.06,0,6.74,1.74,1725.0,1108.33,1500.0,1.3,2.58,1.51,2.21,4.59,2.21,7.37,Downstairs
27,33,0.05,0.08,0.06,0.05,0.11,0.11,0.14,0.12,0.17,0.11,0.09,0.09,0.11,0.09,0.14,0.12,0.07,0.1,0.07,0.15,0.12,0.09,0.13,0.09,0.09,0.1,0.1,0.12,0.08,0.12,0,9.08,2.42,2925.0,543.75,1475.0,1.66,3.09,1.7,2.19,3.78,2.19,9.97,Upstairs
28,33,0.11,0.07,0.09,0.11,0.1,0.09,0.1,0.1,0.09,0.15,0.12,0.09,0.13,0.11,0.06,0.09,0.1,0.11,0.14,0.08,0.11,0.12,0.08,0.11,0.11,0.07,0.11,0.08,0.1,0.11,0,8.65,2.59,1675.0,3650.0,1100.0,1.79,3.23,1.94,2.32,3.9,2.32,9.8,Upstairs
29,33,0.11,0.12,0.12,0.09,0.07,0.04,0.05,0.04,0.02,0.01,0.05,0.08,0.04,0.07,0.06,0.07,0.1,0.06,0.06,0.04,0.03,0.04,0.08,0.06,0.07,0.07,0.08,0.07,0.11,0.04,0,5.7,1.69,800.0,600.0,1450.0,1.22,2.56,1.0,2.58,5.04,2.58,6.37,Upstairs
30,33,0.06,0.09,0.07,0.12,0.08,0.11,0.12,0.11,0.11,0.12,0.11,0.09,0.08,0.1,0.14,0.09,0.11,0.09,0.12,0.09,0.08,0.08,0.09,0.11,0.09,0.1,0.11,0.13,0.12,0.09,0,8.93,2.42,1675.0,1533.33,1387.5,1.67,3.2,1.88,2.27,4.05,2.27,9.74,Downstairs
31,33,0.09,0.13,0.13,0.08,0.12,0.1,0.1,0.09,0.11,0.09,0.09,0.14,0.1,0.1,0.07,0.11,0.11,0.09,0.09,0.11,0.12,0.12,0.08,0.1,0.13,0.1,0.09,0.09,0.08,0.1,0,8.67,2.03,2266.67,942.86,1283.33,1.52,3.31,2.03,1.94,4.15,1.94,9.45,Downstairs
32,33,0.09,0.05,0.05,0.06,0.05,0.07,0.04,0.06,0.04,0.05,0.06,0.03,0.07,0.07,0.04,0.06,0.04,0.08,0.05,0.06,0.04,0.07,0.07,0.06,0.03,0.05,0.06,0.04,0.05,0.07,0,5.0,1.33,425.0,808.33,600.0,0.91,2.6,1.18,2.23,6.15,2.23,5.43,Downstairs
33,33,0.08,0.1,0.11,0.1,0.16,0.1,0.1,0.12,0.07,0.08,0.11,0.1,0.11,0.1,0.14,0.07,0.09,0.11,0.1,0.05,0.13,0.08,0.07,0.11,0.12,0.11,0.1,0.07,0.11,0.11,0,8.94,1.69,1575.0,315.52,3075.0,4.57,6.5,3.94,5.65,7.69,5.65,12.85,Jogging
34,33,0.12,0.09,0.11,0.08,0.08,0.09,0.11,0.1,0.11,0.11,0.09,0.09,0.1,0.07,0.12,0.11,0.1,0.09,0.13,0.06,0.07,0.12,0.14,0.1,0.08,0.09,0.12,0.12,0.1,0.07,0,10.02,1.52,1633.33,275.71,2700.0,5.7,6.37,3.73,6.82,7.58,6.82,13.93,Jogging
35,33,0.07,0.1,0.06,0.1,0.05,0.09,0.07,0.06,0.1,0.09,0.08,0.09,0.07,0.11,0.03,0.1,0.09,0.08,0.05,0.06,0.09,0.08,0.07,0.07,0.08,0.08,0.07,0.09,0.08,0.1,0,6.97,1.42,1775.0,291.3,1875.0,4.23,5.49,3.18,6.55,8.2,6.55,10.61,Jogging
36,33,0.08,0.08,0.09,0.09,0.1,0.13,0.08,0.15,0.12,0.08,0.09,0.14,0.09,0.08,0.12,0.09,0.09,0.09,0.1,0.12,0.1,0.06,0.13,0.1,0.13,0.09,0.09,0.11,0.11,0.08,0,9.59,0.21,2533.33,861.11,1600.0,2.55,4.17,2.27,3.04,5.02,3.04,10.68,Walking
37,33,0.11,0.09,0.13,0.1,0.1,0.07,0.09,0.1,0.11,0.11,0.12,0.06,0.07,0.13,0.11,0.1,0.12,0.13,0.09,0.08,0.09,0.13,0.1,0.13,0.09,0.12,0.08,0.08,0.09,0.12,0,9.64,0.21,3300.0,1131.25,1650.0,2.64,3.86,2.41,3.12,4.69,3.12,10.86,Walking
38,33,0.1,0.11,0.08,0.1,0.1,0.1,0.1,0.05,0.06,0.11,0.08,0.09,0.13,0.08,0.07,0.09,0.09,0.08,0.1,0.1,0.08,0.13,0.05,0.06,0.07,0.08,0.12,0.1,0.1,0.09,0,8.49,0.53,1337.5,655.56,1320.0,2.29,3.78,2.28,3.09,4.96,3.09,9.67,Walking
39,33,0.06,0.08,0.12,0.15,0.2,0.1,0.08,0.11,0.06,0.06,0.08,0.09,0.14,0.1,0.1,0.13,0.09,0.09,0.1,0.03,0.13,0.06,0.09,0.1,0.08,0.11,0.14,0.12,0.08,0.11,0,9.7,0.69,1800.0,236.49,1600.0,4.6,6.35,3.72,5.88,7.73,5.88,13.26,Jogging
40,33,0.12,0.06,0.12,0.11,0.06,0.11,0.1,0.16,0.1,0.08,0.07,0.13,0.1,0.1,0.1,0.1,0.08,0.08,0.12,0.04,0.1,0.09,0.09,0.11,0.09,0.13,0.14,0.11,0.06,0.1,0,10.48,0.76,2975.0,221.43,1700.0,6.06,6.6,3.33,7.15,7.8,7.15,14.48,Jogging
41,33,0.13,0.1,0.08,0.08,0.09,0.11,0.07,0.12,0.16,0.07,0.1,0.12,0.09,0.13,0.07,0.08,0.1,0.08,0.13,0.03,0.1,0.11,0.1,0.1,0.12,0.13,0.09,0.1,0.08,0.1,0,10.04,0.72,1750.0,242.5,1683.33,6.24,6.73,3.36,7.32,7.9,7.32,14.28,Jogging
42,33,0.16,0.12,0.06,0.05,0.07,0.13,0.11,0.1,0.11,0.1,0.1,0.12,0.12,0.08,0.09,0.08,0.13,0.14,0.08,0.02,0.15,0.1,0.14,0.06,0.09,0.1,0.09,0.07,0.11,0.12,0,9.41,0.22,1350.0,287.88,4000.0,6.65,7.05,4.12,7.66,8.49,7.66,14.63,Jogging
43,33,0.09,0.12,0.11,0.12,0.08,0.1,0.09,0.1,0.08,0.13,0.09,0.11,0.11,0.1,0.08,0.12,0.09,0.11,0.12,0.02,0.11,0.11,0.08,0.07,0.11,0.09,0.09,0.16,0.1,0.11,0,10.18,0.96,2950.0,278.57,2075.0,6.03,6.45,3.43,7.3,7.63,7.3,14.18,Jogging
44,33,0.09,0.1,0.12,0.11,0.1,0.1,0.1,0.12,0.09,0.1,0.13,0.1,0.1,0.12,0.11,0.09,0.07,0.09,0.11,0.03,0.06,0.14,0.08,0.11,0.1,0.12,0.06,0.13,0.12,0.1,0,9.47,0.91,1616.67,310.34,4250.0,6.05,6.71,3.18,7.32,7.96,7.32,13.71,Jogging
45,33,0.09,0.12,0.1,0.09,0.09,0.07,0.12,0.07,0.12,0.15,0.09,0.1,0.09,0.08,0.09,0.11,0.12,0.15,0.09,0.01,0.11,0.09,0.12,0.12,0.09,0.08,0.07,0.11,0.15,0.08,0,10.45,0.68,2262.5,276.47,4225.0,6.54,6.46,3.44,7.87,7.85,7.87,14.85,Jogging
46,33,0.1,0.12,0.11,0.09,0.06,0.1,0.13,0.11,0.11,0.11,0.15,0.1,0.11,0.08,0.08,0.13,0.12,0.08,0.07,0.01,0.07,0.1,0.13,0.08,0.12,0.09,0.11,0.09,0.11,0.12,0,9.04,0.95,900.0,346.43,4425.0,6.44,6.81,3.29,7.59,7.93,7.59,13.68,Jogging
47,33,0.08,0.09,0.08,0.11,0.19,0.08,0.12,0.06,0.08,0.11,0.11,0.05,0.05,0.11,0.17,0.11,0.11,0.1,0.1,0.02,0.08,0.11,0.11,0.16,0.13,0.06,0.1,0.06,0.11,0.07,0,9.81,0.44,875.0,326.09,1187.5,5.29,5.65,3.09,6.91,7.54,6.91,13.49,Jogging
247,33,0.05,0.03,0.07,0.08,0.06,0.11,0.11,0.13,0.13,0.25,0.13,0.08,0.09,0.09,0.09,0.1,0.14,0.12,0.09,0.09,0.14,0.11,0.09,0.11,0.09,0.11,0.07,0.1,0.1,0.1,0,9.38,2.56,1950.0,1500.0,2750.0,1.73,2.78,1.67,2.19,3.55,2.19,10.15,Downstairs
248,33,0.01,0.02,0.08,0.07,0.11,0.1,0.13,0.15,0.15,0.18,0.11,0.11,0.1,0.1,0.08,0.1,0.12,0.08,0.13,0.1,0.14,0.1,0.08,0.15,0.1,0.1,0.06,0.1,0.12,0.07,0,9.49,2.52,2625.0,1006.25,2125.0,1.54,2.82,1.54,2.06,3.47,2.06,10.2,Downstairs
249,33,0.02,0.04,0.09,0.06,0.09,0.13,0.15,0.13,0.16,0.15,0.09,0.13,0.09,0.04,0.12,0.14,0.08,0.13,0.11,0.1,0.12,0.07,0.11,0.11,0.08,0.08,0.16,0.11,0.09,0.1,0,9.39,2.66,1937.5,859.09,3500.0,1.41,2.63,1.47,1.84,3.28,1.84,10.09,Downstairs
250,33,0.02,0.05,0.08,0.11,0.1,0.14,0.12,0.1,0.17,0.13,0.08,0.1,0.12,0.1,0.07,0.11,0.1,0.13,0.1,0.1,0.1,0.07,0.08,0.12,0.12,0.1,0.14,0.08,0.08,0.12,0,9.44,2.76,1300.0,2383.33,2387.5,1.34,2.58,1.39,1.76,3.16,1.76,10.13,Downstairs
251,33,0.04,0.06,0.08,0.11,0.14,0.1,0.13,0.12,0.13,0.11,0.09,0.11,0.11,0.09,0.14,0.09,0.11,0.07,0.12,0.09,0.07,0.12,0.11,0.07,0.09,0.16,0.11,0.08,0.14,0.07,0,9.26,2.73,3525.0,1100.0,2075.0,1.27,2.63,1.37,1.66,3.28,1.66,9.94,Downstairs
252,33,0.05,0.1,0.12,0.15,0.1,0.12,0.09,0.08,0.11,0.1,0.08,0.11,0.13,0.1,0.07,0.12,0.09,0.11,0.12,0.09,0.07,0.11,0.14,0.1,0.09,0.09,0.12,0.1,0.1,0.1,0,9.45,2.66,1766.67,1410.0,2033.33,1.26,2.73,1.39,1.65,3.36,1.65,10.08,Downstairs
253,33,0.13,0.12,0.1,0.07,0.11,0.1,0.12,0.09,0.08,0.1,0.13,0.09,0.08,0.09,0.11,0.1,0.12,0.1,0.09,0.12,0.08,0.1,0.09,0.13,0.11,0.1,0.1,0.1,0.12,0.09,0,9.43,2.72,2475.0,966.67,1316.67,1.39,2.81,1.43,1.75,3.57,1.75,10.12,Downstairs
254,33,0.13,0.14,0.11,0.14,0.09,0.11,0.09,0.1,0.07,0.05,0.1,0.09,0.11,0.1,0.12,0.11,0.12,0.09,0.08,0.1,0.11,0.1,0.09,0.08,0.08,0.12,0.13,0.08,0.09,0.14,0,9.32,2.83,875.0,2366.67,2200.0,1.26,2.54,1.63,1.59,3.26,1.59,10.06,Downstairs
255,33,0.17,0.15,0.12,0.1,0.13,0.07,0.09,0.09,0.07,0.03,0.1,0.09,0.1,0.14,0.11,0.08,0.1,0.08,0.09,0.15,0.1,0.14,0.08,0.11,0.09,0.06,0.11,0.08,0.13,0.11,0,9.65,2.68,2350.0,1362.5,2000.0,1.31,3.03,1.64,1.66,3.72,1.66,10.34,Downstairs
256,33,0.22,0.17,0.13,0.08,0.09,0.09,0.07,0.06,0.07,0.05,0.11,0.09,0.09,0.14,0.1,0.11,0.05,0.11,0.11,0.09,0.09,0.1,0.11,0.11,0.1,0.09,0.07,0.14,0.08,0.11,0,9.44,2.73,1883.33,975.0,2625.0,1.45,2.92,1.53,1.77,3.65,1.77,10.15,Downstairs
257,33,0.22,0.14,0.15,0.1,0.1,0.08,0.08,0.07,0.05,0.03,0.1,0.11,0.09,0.1,0.12,0.11,0.11,0.09,0.09,0.11,0.07,0.14,0.09,0.11,0.09,0.08,0.11,0.12,0.11,0.1,0,9.3,2.76,1066.67,1410.0,1050.0,1.46,2.67,1.49,1.83,3.4,1.83,10.02,Downstairs
258,33,0.11,0.09,0.1,0.06,0.05,0.05,0.04,0.05,0.01,0.0,0.05,0.05,0.06,0.06,0.05,0.04,0.07,0.08,0.06,0.05,0.08,0.02,0.02,0.03,0.07,0.07,0.06,0.09,0.06,0.06,0,5.05,1.53,1250.0,925.0,950.0,0.74,2.39,1.14,1.76,5.35,1.76,5.47,Downstairs
259,33,0.03,0.08,0.1,0.08,0.1,0.12,0.06,0.15,0.16,0.15,0.13,0.08,0.11,0.08,0.14,0.08,0.07,0.1,0.14,0.1,0.07,0.07,0.13,0.12,0.13,0.11,0.11,0.08,0.12,0.1,0,9.61,1.77,1987.5,1207.14,2375.0,1.79,3.63,1.84,2.2,4.36,2.2,10.32,Walking
260,33,0.06,0.06,0.07,0.09,0.1,0.11,0.12,0.19,0.14,0.08,0.12,0.09,0.12,0.08,0.11,0.08,0.12,0.09,0.07,0.14,0.08,0.06,0.11,0.12,0.1,0.11,0.1,0.13,0.09,0.13,0,9.62,2.03,2766.67,1078.57,2950.0,1.64,3.58,2.06,2.1,4.32,2.1,10.43,Walking
261,33,0.08,0.08,0.09,0.13,0.07,0.06,0.12,0.18,0.14,0.09,0.07,0.11,0.11,0.13,0.09,0.11,0.09,0.1,0.13,0.09,0.06,0.07,0.09,0.15,0.1,0.12,0.12,0.12,0.07,0.12,0,9.69,1.96,1650.0,886.36,1462.5,1.87,3.33,1.92,2.32,3.97,2.32,10.47,Walking
262,33,0.1,0.06,0.09,0.11,0.08,0.12,0.11,0.13,0.14,0.1,0.07,0.11,0.11,0.12,0.1,0.12,0.08,0.1,0.13,0.09,0.08,0.08,0.11,0.15,0.06,0.13,0.08,0.14,0.09,0.11,0,9.69,1.8,1916.67,1933.33,950.0,1.81,3.26,1.92,2.31,3.89,2.31,10.42,Walking
263,33,0.11,0.05,0.13,0.11,0.09,0.13,0.13,0.08,0.13,0.07,0.12,0.07,0.12,0.09,0.08,0.12,0.1,0.12,0.13,0.08,0.07,0.09,0.1,0.16,0.08,0.11,0.1,0.08,0.11,0.13,0,9.56,1.97,450.0,1458.33,1675.0,1.88,3.53,2.12,2.54,4.21,2.54,10.45,Walking
264,33,0.08,0.07,0.11,0.13,0.13,0.11,0.17,0.12,0.06,0.04,0.07,0.18,0.1,0.05,0.12,0.12,0.11,0.1,0.11,0.06,0.06,0.13,0.12,0.11,0.05,0.13,0.11,0.11,0.08,0.13,0,9.11,1.83,2283.33,1820.0,2766.67,1.69,3.52,1.96,2.33,4.15,2.33,9.89,Walking
265,33,0.12,0.09,0.1,0.13,0.1,0.16,0.13,0.08,0.08,0.04,0.07,0.13,0.07,0.13,0.11,0.11,0.11,0.12,0.12,0.06,0.08,0.07,0.09,0.08,0.13,0.12,0.11,0.12,0.12,0.1,0,9.56,1.81,2950.0,1142.86,1750.0,1.88,3.17,1.83,2.57,3.82,2.57,10.35,Walking
266,33,0.12,0.12,0.11,0.11,0.1,0.14,0.09,0.11,0.05,0.06,0.1,0.09,0.13,0.11,0.07,0.11,0.13,0.06,0.16,0.07,0.09,0.07,0.09,0.11,0.1,0.06,0.1,0.17,0.12,0.11,0,9.45,2.03,3400.0,960.0,2583.33,1.99,3.46,2.12,2.64,4.07,2.64,10.36,Walking
267,33,0.12,0.11,0.14,0.11,0.1,0.14,0.11,0.07,0.09,0.03,0.07,0.11,0.1,0.13,0.11,0.09,0.1,0.12,0.11,0.09,0.06,0.07,0.1,0.12,0.11,0.16,0.12,0.05,0.13,0.11,0,9.59,1.94,2500.0,1400.0,1483.33,2.0,3.31,1.94,2.66,3.99,2.66,10.43,Walking
268,33,0.13,0.11,0.09,0.13,0.12,0.11,0.13,0.09,0.06,0.06,0.08,0.1,0.11,0.14,0.08,0.14,0.1,0.12,0.07,0.09,0.07,0.11,0.12,0.06,0.09,0.11,0.13,0.12,0.12,0.11,0,9.46,1.9,3425.0,1018.75,2925.0,2.02,3.26,1.99,2.75,3.92,2.75,10.33,Walking
269,33,0.14,0.13,0.1,0.07,0.16,0.11,0.13,0.07,0.07,0.04,0.1,0.09,0.12,0.09,0.1,0.12,0.09,0.1,0.11,0.1,0.09,0.09,0.07,0.1,0.08,0.13,0.11,0.17,0.09,0.09,0,9.52,1.79,3350.0,925.0,1250.0,2.06,3.47,1.91,2.76,4.15,2.76,10.4,Walking
270,33,0.14,0.12,0.09,0.11,0.13,0.13,0.12,0.08,0.07,0.03,0.1,0.1,0.12,0.09,0.08,0.14,0.05,0.12,0.13,0.1,0.06,0.09,0.1,0.13,0.1,0.09,0.09,0.13,0.12,0.11,0,9.57,1.98,2225.0,877.78,1000.0,1.94,3.46,2.04,2.59,4.14,2.59,10.44,Walking
271,33,0.13,0.12,0.11,0.12,0.13,0.12,0.11,0.08,0.06,0.04,0.1,0.1,0.13,0.07,0.09,0.15,0.08,0.08,0.11,0.11,0.09,0.1,0.1,0.07,0.07,0.1,0.1,0.15,0.13,0.12,0,9.61,2.02,2450.0,977.78,1760.0,2.04,3.46,2.17,2.71,4.18,2.71,10.54,Walking
272,33,0.13,0.15,0.09,0.11,0.06,0.18,0.16,0.05,0.05,0.05,0.11,0.09,0.11,0.11,0.07,0.11,0.14,0.07,0.11,0.1,0.08,0.09,0.1,0.09,0.1,0.11,0.09,0.14,0.13,0.1,0,9.56,1.94,2425.0,972.22,925.0,2.07,3.57,2.06,2.86,4.24,2.86,10.5,Walking
273,33,0.15,0.11,0.06,0.15,0.1,0.12,0.11,0.09,0.09,0.03,0.1,0.1,0.1,0.1,0.1,0.13,0.1,0.11,0.08,0.1,0.07,0.08,0.11,0.1,0.09,0.15,0.08,0.09,0.16,0.09,0,9.52,1.87,1875.0,1087.5,1720.0,2.1,3.49,1.95,2.8,4.23,2.8,10.4,Walking
